Traduzido Patch 1.1(Em Revisão) - Usar Este	
F1AE45F44BDCB86632EDD198E4421726=Agachar	F1AE45F44BDCB86632EDD198E4421726=Crouch
281D0C374F710B9313EFA69159E951CD=Agachar<cf>(No ar) Pairar	281D0C374F710B9313EFA69159E951CD=Crouch<cf>(In Midair) Hover
36E6CECA4D8ED7512F8B2F97F009B221=Agachar / Pairar	36E6CECA4D8ED7512F8B2F97F009B221=Crouch / Hover
F88F7AFC4CE1BE592EBAFEA53E1791A8=Modo Agachado	F88F7AFC4CE1BE592EBAFEA53E1791A8=Crouch Mode
2E4138494B43E4335B50D8AA7CA2B919=Crunchy Munchy Mo Mo's	2E4138494B43E4335B50D8AA7CA2B919=Crunchy Munchy Mo Mo's
7460D5354A481E7E656809942BF04793=Combate do Caminho do Crunchy	7460D5354A481E7E656809942BF04793=Crunchy's Path Combat
D78C576A485FC631B74B8484A4E8BED9=Cristal de Ithecles	D78C576A485FC631B74B8484A4E8BED9=Crystal of Ithecles
631232604B7856B357C30AAEB72C8DBD=Cristal de Ithecles (5 por 1)	631232604B7856B357C30AAEB72C8DBD=Crystal of Ithecles (5 for 1)
5D22D7DD44A8159404956AAF11B6B4E7=Valor atual: {integer}{vspaces} | Valor máximo: {maxInt}{mspaces} | Desafio: {challengeName}	5D22D7DD44A8159404956AAF11B6B4E7=Current Value: {integer}{vspaces} | Max Value: {maxInt}{mspaces} | Challenge: {challengeName}
4C813EC240F75EC51F534FA894BA2416=Personalizado	4C813EC240F75EC51F534FA894BA2416=Custom
3E3D4A684ACD8467B6F501891434D2BB=Disco de dobra de Cutie Town	3E3D4A684ACD8467B6F501891434D2BB=Cutie Town Warp Disc
"69F145354BC61AB835BAEE93A7112C50=Cicle as armas usando <bind id=""PrevWeapon""/><bind id=""NextWeapon""/>"	"69F145354BC61AB835BAEE93A7112C50=Cycle guns using <bind id=""PrevWeapon""/><bind id=""NextWeapon""/>"
DA5D718447D602AA5BC44A92D836D0F3=Capacete Ciclope	DA5D718447D602AA5BC44A92D836D0F3=Cyclops Helmet
08BDA1F14DC1B37ABC31A8937D40043B=Peça Cilíndrica	08BDA1F14DC1B37ABC31A8937D40043B=Cylindrical Part
CE50C93B43D6F3569166829B7131621C=APAGAR ARQUIVO SALVO?	CE50C93B43D6F3569166829B7131621C=DELETE SAVE SLOT?
1C1E127749EC7F0109DCB388F06AE8F0=DENTISTAS ODEIAM A POLÍMEGRA PORQUE ELA CRESCE OS DENTES 10X MAIS RÁPIDO	1C1E127749EC7F0109DCB388F06AE8F0=DENTISTS HATE POLYMEGRA BECAUSE IT GROWS TEETH 10X FASTER
4FD9A504474E14260D5CAE907C654671=MODO DETETIVE ATIVADO	4FD9A504474E14260D5CAE907C654671=DETECTIVE MODE ACTIVATED
DF599073423733C9BB92F4B305020839=ERRO DO MODO DE DETETIVE	DF599073423733C9BB92F4B305020839=DETECTIVE MODE ERROR
9F271C67451C59F661A460A39F18856A=AVISO LEGAL: Peidos são tecnicamente arejados.	9F271C67451C59F661A460A39F18856A=DISCLAIMER: Farts are technically air.
70F802934BC49C3F147A3788A06FEB08=OS MÉDICOS ODEIAM ELE!!!	70F802934BC49C3F147A3788A06FEB08=DOCTORS HATE HIM!!!
1AD68FBE449B9324E6C061879CE4DF92=DOWNLOAD NAVIGATA	1AD68FBE449B9324E6C061879CE4DF92=DOWNLOAD NAVIGATA
"61D1607B44E824899D645FBD18856D42=DOWNLOAD NAVIGATA<cf>OBTER NAVIGATA, ""The Get-Around Gal"""	"61D1607B44E824899D645FBD18856D42=DOWNLOAD NAVIGATA<cf>GET NAVIGATA, ""The Get-Around Gal"""
E6CD680C418C67B98136859DAA0FC873=Bolos Fritos Brindlebee amanhecidos	E6CD680C418C67B98136859DAA0FC873=Day-Old Brindlebee Griddlecakes
D936C67D4095BA8689585CA3EE215652=Greeble Morto	D936C67D4095BA8689585CA3EE215652=Dead Greeble
7C1485974706B4ADF05A0AA69AF5B14E=Debate Garmantuous	7C1485974706B4ADF05A0AA69AF5B14E=Debate Garmantuous
8F8706034D27AC871BCED6BB064A7F52=O jogador fraudulento Jazz Skabbit recusa a oferta do Capitão Skloop de se unir para parar o malvado Lorde Skren. “Mas Lorde Skren vai destruir meu planeta!” grita o capitão Skloop. “Não ligo para planetas”, responde Jazz. “Tudo o que me importa é fazer sexo com monstros assustadores.” Isso pode ser mais difícil do que pensávamos…	8F8706034D27AC871BCED6BB064A7F52=Deceitful gambler Jazz Skabbit turns down Captain Skloop’s offer to team up to stop the evil Lord Skren. “But Lord Skren is going to destroy my planet!” cries Captain Skloop. “I don’t care about planets,” Jazz replies. “All I care about is having sex with scary monsters.” This might be tougher than we thought…
C703DCF249808F763E04FB9600731D39=Selva Profunda	C703DCF249808F763E04FB9600731D39=Deep Jungle
D68FDD3B4B180AB5EB1F3CBBFF6782A6=Tainters de Zim Fritos	D68FDD3B4B180AB5EB1F3CBBFF6782A6=Deep-Fried Zim Tainters
48F8CA364CD8DD68761E40ADA1CF1F92=Padrão	48F8CA364CD8DD68761E40ADA1CF1F92=Default
F7D04EFE4F72A3BC40D9F7AF056852A7=Derrote 9-Torg.	F7D04EFE4F72A3BC40D9F7AF056852A7=Defeat 9-Torg.
BFF5F16F4BA4C91E0373688B4B6B36EE=Derrote Douglas.	BFF5F16F4BA4C91E0373688B4B6B36EE=Defeat Douglas.
18B47BA64147EFD43066EBB929F4793B=Derrote Dr. Giblets.	18B47BA64147EFD43066EBB929F4793B=Defeat Dr. Giblets.
DBA1F9A24AB8F86410481690C06A9F03=Derrotae Garmantuous	DBA1F9A24AB8F86410481690C06A9F03=Defeat Garmantuous
CAA43A34404E5660BCEDE99F97894B09=Derrote Garmantuous e derrube o cartel G3.	CAA43A34404E5660BCEDE99F97894B09=Defeat Garmantuous and take down the G3 cartel.
BECDD1BC46661D942CD39B99CA8FC1CF=Derrote Krubis e seus capangas	BECDD1BC46661D942CD39B99CA8FC1CF=Defeat Krubis and His Goons
2C76CC954CDB432DFFD449828A8BE7C0=Derrote Krubis.	2C76CC954CDB432DFFD449828A8BE7C0=Defeat Krubis.
A33EFF5445E24684E9D4178598F0FAFF=Derrote Nipulon	A33EFF5445E24684E9D4178598F0FAFF=Defeat Nipulon
5F7228BB43F1E00AE0117C9DDEA9CE21=Derrote Nipulon.	5F7228BB43F1E00AE0117C9DDEA9CE21=Defeat Nipulon.
B9C4C19947854508365F24B7FC184784=Derrote a Segurança G5	B9C4C19947854508365F24B7FC184784=Defeat the G3 Security
DD56237142F371752DC16DBB62DE6FDF=Derrote os Guardas	DD56237142F371752DC16DBB62DE6FDF=Defeat the Guards
421E047546CFCE845320168AABF33BD6=Derrote o Time de Segurança	421E047546CFCE845320168AABF33BD6=Defeat the Security Team
AC578B2341B4EDECF8EC958F5C485688=Derrote os Irmãos Skrendel.	AC578B2341B4EDECF8EC958F5C485688=Defeat the Skrendel Brothers.
FF6654FE43265F87EDD22AB46E804F33=Bola de Volêi murcha	FF6654FE43265F87EDD22AB46E804F33=Deflated Volleyball
CA2CB11C42CD9B984D223797E108033F=Dentaduras	CA2CB11C42CD9B984D223797E108033F=Dentures
134A8BAD491083F0C8D68A959B44DB5B=Drone Destruído	134A8BAD491083F0C8D68A959B44DB5B=Destroyed Drone
7622A1AA475C53002DD59B921A77F299=O assistente do modo detetive falhou ao encontrar a linha de texto {rowName}	7622A1AA475C53002DD59B921A77F299=Detective mode assistant failed to find text row {rowName}
BDFCF7CC4D632177E7F86F9E97E4C797=Deuteranopia (Cegueira Verde)	BDFCF7CC4D632177E7F86F9E97E4C797=Deuteranope (green weak/blind)
264B576C49C2E012D66FF5A0852602C1=Eu fiz algo errado? As pessoas me odeiam? Estou realmente perguntando aqui. Estou perplexo! Eu sempre tento ser cordial com todos que conheço. Espero não ter feito mal a ninguém. Por favor, deixe-me saber se eu fiz e eu vou fazer as pazes com você, eu juro.	264B576C49C2E012D66FF5A0852602C1=Did I do something wrong? Do people hate me? I’m genuinely asking here. I'm perplexed! I always try to be cordial with everybody I meet. I hope I didn't wrong anyone. Please let me know if I did and I'll make it up to you, I swear.
89EFE581499AD5AA73090F9091C66123=Alguém mais tem boas histórias para compartilhar? Eu adoraria ler um pouco mais!	89EFE581499AD5AA73090F9091C66123=Did anyone else have any good stories to share? I would love to read some more!
3888BC584FA57D83E00ED298FEF4C36E=Os Torgs aprovaram a construção desta loja?	3888BC584FA57D83E00ED298FEF4C36E=Did the Torgs approve this store's construction?
329B112E40E6CE47AD96EBB98D871DB6=Não Matou Ninguém	329B112E40E6CE47AD96EBB98D871DB6=Didn't Kill Anybody
7CAF43C44F5FCB3CED083DA35B95E174=Dificuldade	7CAF43C44F5FCB3CED083DA35B95E174=Difficulty
09009545493F2D7E2665B3BF3B601115=O nível de dificuldade pode ser alterado no menu de pausa	09009545493F2D7E2665B3BF3B601115=Difficulty level can be changed in the pause menu
DC05AA8E46654F25B894B9B940842071=Desabilitado	DC05AA8E46654F25B894B9B940842071=Disabled
5E84D5C64EC397EC3139B6A65BA4C84E=Gravação de disco	5E84D5C64EC397EC3139B6A65BA4C84E=Disc Shot
9F52013C4C5143A311E0AFBA9BF8B2ED=Discbexiga	9F52013C4C5143A311E0AFBA9BF8B2ED=Discbladder
30A1A01D46D404D8B458E097EB4A6C8C=Descubra 1 dica sobre o Dr. Gurgula	30A1A01D46D404D8B458E097EB4A6C8C=Discover 1 hint about Dr. Gurgula
EEA3606441DE771323D7B29C39036FAE=Descubra 1 local em Dreg Town	EEA3606441DE771323D7B29C39036FAE=Discover 1 location in Dreg Town
2665B2BB471F2BA7ED4E958FB62E3472=Descubra 1 local em Old Town	2665B2BB471F2BA7ED4E958FB62E3472=Discover 1 location in Old Town
CDD1D3584FCD352932CCC3B692DF0AC9=Descubra 1 localização nos Laboratórios Skrendel	CDD1D3584FCD352932CCC3B692DF0AC9=Discover 1 location in Skrendel Labs
708F8B564A71225554C5A2BD5582A6B4=Descubra 1 local na Selva Zephyr	708F8B564A71225554C5A2BD5582A6B4=Discover 1 location in Zephyr Jungle
1DB2FA6B4F8A359CD243ABAAEF0D6CD5=Descubra 1 local no centro	1DB2FA6B4F8A359CD243ABAAEF0D6CD5=Discover 1 location in downtown
B4027BE44F8899A1571E379A9F9DFD2F=Descubra 1 local na área de minas de zephyr	B4027BE44F8899A1571E379A9F9DFD2F=Discover 1 location in the mines area of zephyr
477B62324A53C3032258EEA5EAF156BF=Descubra 1 local nos arredores de Port Terrene	477B62324A53C3032258EEA5EAF156BF=Discover 1 location in the outskirts of Port Terrene
E3F044B046B242623DC01495D590DEA5=Descubra 1 local nas favelas	E3F044B046B242623DC01495D590DEA5=Discover 1 location in the slums
8B937BA7496EA2890889AEB0F58614F9=Descubra 2 dicas sobre o Dr. Gurgula	8B937BA7496EA2890889AEB0F58614F9=Discover 2 hints about Dr. Gurgula
C347A7544C8F1E46581599B9A55EBABE=Descubra 3 dicas sobre o Dr. Gurgula	8E7E8E344DA5F12AF45EFF9AD740A660=Discover 2 locations in downtown
7342CF5C4D6185541FFC0782892E708C=Descubra 3 locais em Dreg Town	C347A7544C8F1E46581599B9A55EBABE=Discover 3 hints about Dr. Gurgula
67F53D434F810CF8492B55BCD2FD8AB7=Descubra 3 locais em Old Town	7342CF5C4D6185541FFC0782892E708C=Discover 3 locations in Dreg Town
EA91F5E24B17CBE742E1FABB6BE91D87=Descubra 3 locais nos Laboratórios Skrendel	67F53D434F810CF8492B55BCD2FD8AB7=Discover 3 locations in Old Town
8E7E8E344DA5F12AF45EFF9AD740A660=Descubra 3 locais no centro	EA91F5E24B17CBE742E1FABB6BE91D87=Discover 3 locations in Skrendel Labs
3A0DDDA242C0E42A026B058C65DFB2A9=Descubra 3 locais nos arredores de Port Terrene	D8B3623B4A54633652FDA293BBF2B7A8=Discover 3 locations in downtown
5CB3070F42A294F10F9493990F73542F=Descubra 3 locais nas favelas	3A0DDDA242C0E42A026B058C65DFB2A9=Discover 3 locations in the outskirts of Port Terrene
2280AB1A427406733C95E6810AE21C9E=Descubra 4 dicas sobre o Dr. Gurgula	2280AB1A427406733C95E6810AE21C9E=Discover 4 hints about Dr. Gurgula
3F85574B4E08F2FED2CCF4A2E18A565D=Descubra 4 locais na Selva Zephyr	3F85574B4E08F2FED2CCF4A2E18A565D=Discover 4 locations in Zephyr Jungle
4769B99F4C2E494195428290A5CCEE3C=Descubra 5 dicas sobre o Dr. Gurgula	4769B99F4C2E494195428290A5CCEE3C=Discover 5 hints about Dr. Gurgula
543493E841F39B59F53E47928BA16EA7=Descubra 6 dicas sobre o Dr. Gurgula	5CB3070F42A294F10F9493990F73542F=Discover 5 locations in the slums
D8B3623B4A54633652FDA293BBF2B7A8=Descubra 6 locais no centro da cidade	543493E841F39B59F53E47928BA16EA7=Discover 6 hints about Dr. Gurgula
7C7ED60F4FD35A811F3D949A6BEE41AA=Descubra 6 locais na área de minas de zephyr	7C7ED60F4FD35A811F3D949A6BEE41AA=Discover 6 locations in the mines area of zephyr
38F8F19D48B47273F4FFF49C782EE4BB=Descubra 8 locais na Selva Zephyr	38F8F19D48B47273F4FFF49C782EE4BB=Discover 8 locations in Zephyr Jungle
16DB6C83467C21E7737D7AB961724C76=Descubra 9 localizações em Dreg Town	16DB6C83467C21E7737D7AB961724C76=Discover 9 locations in Dreg Town
4BFEA0D24D3DFF41F9D4F1AA8DDDA164=Descubra 9 locais nos Laboratórios Skrendel	4BFEA0D24D3DFF41F9D4F1AA8DDDA164=Discover 9 locations in Skrendel Labs
1FC3692F46D8A4E8A7C1578F5686B3F1=Descubra o esconderijo do Dr. Gurgula no Refúgio Humano.	1FC3692F46D8A4E8A7C1578F5686B3F1=Discover Dr. Gurgula's hideout in the Human Haven.
166EBC8A4B032AD54F37A4889B8F66C3=Descubra todos os locais em Dreg Town	166EBC8A4B032AD54F37A4889B8F66C3=Discover all locations in Dreg Town
3FD712ED410CCE9DDCC0CDA558FF7F8F=Descubra todos os locais em Old Town	3FD712ED410CCE9DDCC0CDA558FF7F8F=Discover all locations in Old Town
7D8EE9DF4F12CFE2424BAA8D47147318=Descubra todos os locais nos Laboratórios Skrendel	7D8EE9DF4F12CFE2424BAA8D47147318=Discover all locations in Skrendel Labs
23CDE2F941B211C77BB9F2B5AF7801B0=Descubra todos os locais na Selva Zephyr	23CDE2F941B211C77BB9F2B5AF7801B0=Discover all locations in Zephyr Jungle
0A37AAEE4549ADC66152CEB44FCF8795=Descubra todos os locais no centro da cidade	0A37AAEE4549ADC66152CEB44FCF8795=Discover all locations in downtown
0CB7AAF34DD311688077C9BAF799616B=Descubra todos os locais na área de minas de zephyr	0CB7AAF34DD311688077C9BAF799616B=Discover all locations in the mines area of zephyr
0A46FE154136812505F211A73E950477=Descubra todos os locais nos arredores de Port Terrene	0A46FE154136812505F211A73E950477=Discover all locations in the outskirts of Port Terrene
E94F483E459519D8FC328984A7D00093=Descubra todos os locais nas favelas	E94F483E459519D8FC328984A7D00093=Discover all locations in the slums
93E84014418C56D5D482DC98DF3A2D42=Descubra o cinema.	93E84014418C56D5D482DC98DF3A2D42=Discover the movie theater.
FC8DE23140BCC29D06BA459F128BA77C=Descoberta	FC8DE23140BCC29D06BA459F128BA77C=Discovery
E51EDBFA430B615D798CC48732798328=Você acha que ele está compensando por alguma coisa	E51EDBFA430B615D798CC48732798328=Do You Think He's Compensating for Something
59BF181141F48EE73D1E3C959989AD42=Parece que a gente tá afim de gozar por acaso?	59BF181141F48EE73D1E3C959989AD42=Do we look like we want cum?
DD15D72644E9806DF0B7EABDDB08014A=Você tem algum vínculo com o G3?	DD15D72644E9806DF0B7EABDDB08014A=Do you have any ties to the G3?
DD33A04E4BD8ED3E21D618A86C0E2307=Você conhece o Dr. Giblets?	DD33A04E4BD8ED3E21D618A86C0E2307=Do you know Dr. Giblets?
894A586149D36A3BC51C92920E059BFC=Você conhece o Dr. Giblets?	894A586149D36A3BC51C92920E059BFC=Do you know about Dr. Giblets?
6795ABCA4059DAE2861DB390F11B8B3C=Você conhece o G3?	6795ABCA4059DAE2861DB390F11B8B3C=Do you know about the G3?
4250FD6544499CF19466F8BDC68A730D=Você sabe onde está o 9-Torg?	4250FD6544499CF19466F8BDC68A730D=Do you know where 9-Torg is?
620C2ECC4B44CC13FC026087487D0D4C=Você sabe onde está o Douglas?	620C2ECC4B44CC13FC026087487D0D4C=Do you know where Douglas is?
4BDDB7DA434F99E72574A98D0D74AFC0=Você sabe onde podemos encontrar um disco de dobra em branco?	4BDDB7DA434F99E72574A98D0D74AFC0=Do you know where we can find a blank warp disc?
BCC9883149E6D223CEC39189170144EB=Você sabe quem é o Dr. Giblets é?	BCC9883149E6D223CEC39189170144EB=Do you know who Dr. Giblets is?
222F35F84367F57AA1FF0C8CF2974707=Você gosta de hiberbongs?	222F35F84367F57AA1FF0C8CF2974707=Do you like hyberbongs?
FCFFC8784010FB60AD2B60AD9BE55A1B=Você gosta do seu trabalho?	FCFFC8784010FB60AD2B60AD9BE55A1B=Do you like your job?
D19594D74939814DCD880B963535FED8=Você quer aplicar <cf>suas mudanças?	D19594D74939814DCD880B963535FED8=Do you want to apply <cf>your changes?
DB02124340F0A8CE8FC4BAA49F6DCFD9=Você quer aplicar suas mudanças?	DB02124340F0A8CE8FC4BAA49F6DCFD9=Do you want to apply your changes?
A0259565411A154442FB48BD121B6F06=Esquivar	519193DB4D517B68F846B5B7D173FC56=Dodge
7B1FBEB2421C90333E2ADDB118E5227F=Esquivar / Deslizar	7B1FBEB2421C90333E2ADDB118E5227F=Dodge / Slide Bash
01A1C93E4720C57E53124CB9D5CE9AF3=Unidade de Esquiva	01A1C93E4720C57E53124CB9D5CE9AF3=Dodge Unit
A3ED51BA485B8F5A1A582DB422C28691=Alguém sabe o que é aquela coisa estranha no paraíso zephyr	A3ED51BA485B8F5A1A582DB422C28691=Does anybody know what the weird thing on zephyr paradise is
F67AC58F45DE9897D591739A08D27A90=Esta loja possui conexões G3?	F67AC58F45DE9897D591739A08D27A90=Does this store have any G3 connections?
A382F85049263A4FC9A38FAA0E680C76=Esta loja tem vínculo com o cartel G3?	A382F85049263A4FC9A38FAA0E680C76=Does this store have ties to the G3 cartel?
8B2F041549E4E27CA278DFA3A4981272=Não Esfaqueie a Mão que O Alimenta	8B2F041549E4E27CA278DFA3A4981272=Don't Knife The Hand That Feeds
B74D2FA247985CE03F5C278E8ECF2DC4=Não fique. Ela merecia.	B74D2FA247985CE03F5C278E8ECF2DC4=Don't be. She deserved it.
0E9F848F4FBC91DC58F6BEA0CC52D05F=Não deixe que esta barricada pare você.	0E9F848F4FBC91DC58F6BEA0CC52D05F=Don't let this barricade stop you.
1D4ADE924365EB244E9FC9A7E5813E4F=Não se preocupe @Mister_Stick, você encontrará o amor algum dia. Talvez você possa adotar um moplet sem pernas e criá-lo como seu.	1D4ADE924365EB244E9FC9A7E5813E4F=Don't worry @Mister_Stick, you'll find love someday. Maybe you can adopt a legless moplet and raise it as your own.
F28113FF467E1DB03621F4BA9FC6D395=Não se preocupe com isso, garoto. É só um nerd de merda.	F28113FF467E1DB03621F4BA9FC6D395=Don't worry about it, kid. It's nerd shit.
F4979924423608A949C793B231082628=Não se preocupe, eu o bani. E Deep_GOAT também.	F4979924423608A949C793B231082628=Don't worry, I banned him. And Deep_GOAT, too.
E805F47F401CB81D65FC9C8111A614AB=Douglas	E805F47F401CB81D65FC9C8111A614AB=Douglas
143DD9414BF5B44E6DB9218E632D5772=Escritório de Douglas	143DD9414BF5B44E6DB9218E632D5772=Douglas' Office
65E027A84767364557EF51B94254DCFD=Portão do Escritório de Douglas	65E027A84767364557EF51B94254DCFD=Douglas' Office Gate
3938DA71419EA73297E0BAA662B0B368=Traje de Douglas	3938DA71419EA73297E0BAA662B0B368=Douglas' Suit
50148DBC4D3FEF3736027C8490C09D63=Tentáculo de Douglas	50148DBC4D3FEF3736027C8490C09D63=Douglas' Tentacle
4A4926F146C1D08BA98042BD5DA5F744=Faça o download da avaliação gratuita AGORA:	4A4926F146C1D08BA98042BD5DA5F744=Download the free trial NOW:
797309E34D522805139338A99966D57E=Baixando Dados Genéticos...	797309E34D522805139338A99966D57E=Downloading Genetic Data...
89D4A17F493D20DC2A8E7FAA53E2242B=Centro	89D4A17F493D20DC2A8E7FAA53E2242B=Downtown
041B7B1045D859C80120D0B5F6DE4800=Dr. Giblets	041B7B1045D859C80120D0B5F6DE4800=Dr Giblets
2C0E957145A55FA655AA06A4C799DB81=Disco de Dobra do Dr. Giblets	2C0E957145A55FA655AA06A4C799DB81=Dr. Giblets Warp Disc
5D83196A43AEE214A41DE592618C5C62=Giblets do Dr. Giblets	5D83196A43AEE214A41DE592618C5C62=Dr. Giblets' Giblets
3E2A34C04797FEFECAC6D1A157820449=Dr. John Giblets, Ph.D.	3E2A34C04797FEFECAC6D1A157820449=Dr. John Giblets, Ph.D.
B4AD3BFC4D38D73B4CD2769B51FE3DF0=Arraste para Vista Panorâmica	B4AD3BFC4D38D73B4CD2769B51FE3DF0=Drag to Pan
AA72D3754715D6B7326603B9CBE1C844=Arraste para Girar	AA72D3754715D6B7326603B9CBE1C844=Drag to Rotate
368252384C17D502BDEA3FBCAE7D352=Drenar o Lagarto	368252384C17D502BDEA3FBCEAE7D352=Drain the Lizard
D986846F45331A333A643593E75734D8=Parada Dreg	D986846F45331A333A643593E75734D8=Dreg Stop
D8B6664D400B4F8892F285AEFA2039E4=Dreg Town	D8B6664D400B4F8892F285AEFA2039E4=Dreg Town
5350AFD241B014146F5B7DAADC261D93=Centro de Dreg Town	5350AFD241B014146F5B7DAADC261D93=Dreg Town Center
A416AFB7454B2EF66385748DFC06E9BE=Fissura de Dreg Town	A416AFB7454B2EF66385748DFC06E9BE=Dreg Town Cleft
7797F05C465FEE67E65FC6B7AF9EAD83=Elevador de Dreg Town	7797F05C465FEE67E65FC6B7AF9EAD83=Dreg Town Elevator
B9EA6FBD47460F3C5C8DDEB317B6E631=Praça de Dreg Town	B9EA6FBD47460F3C5C8DDEB317B6E631=Dreg Town Plaza
5CC22ADB481ECBB762FD94AFF8EF6659=Estação de Dreg Town	5CC22ADB481ECBB762FD94AFF8EF6659=Dreg Town Station
0A67792247D8FE6D0349A18FFB046B3F=Dreg Town não é ruim, você só tem que aproveitar de uma forma irônica.	0A67792247D8FE6D0349A18FFB046B3F=Dreg Town isn't bad, you just have to enjoy it in an ironic way.
4A8717D84DA4A0812116AC9C81735F82=Barriga Dreg	4A8717D84DA4A0812116AC9C81735F82=Dreg Underbelly
81B5C47648244B6E995956B0B31F2050=Caixa de Perfuração	81B5C47648244B6E995956B0B31F2050=Drill Box
C93815754E0FA7400EE38DAEBC451A5D=Sopa de Macarrão Drimple	C93815754E0FA7400EE38DAEBC451A5D=Drimple Noodle Soup
BA5C3B1A4677943350FBDEBDEB005EC4=Beber molho de salada de uma velha garrafa cheia de areia. Parece delicioso.	BA5C3B1A4677943350FBDEBDEB005EC4=Drinking salad dressing from an old bottle filled with sand. Sounds delightful.
B7BF283E424532A60A32929B720E0813=Experimentos com drones	B7BF283E424532A60A32929B720E0813=Drone Experiments
F6C49BE24400E6EAE67DCBB399ABE237=Desistir	F6C49BE24400E6EAE67DCBB399ABE237=Dropout
EC2B3F244A4510629E170AB394384383=Tambor	EC2B3F244A4510629E170AB394384383=Drum
BA243E80457CA31FCE1969866EC32406=Duelo no Bar	BA243E80457CA31FCE1969866EC32406=Duel in the Saloon
A61091B4430C1178691084A5115B70A5=Etiqueta de item duplicada {itemtag} encontrada na linha {rowname}	A61091B4430C1178691084A5115B70A5=Duplicate item tag {itemtag} found in row {rowname}
ECDB8AF84D3A669C0B32A3A29EA711BB=Tanque DuraHealth	ECDB8AF84D3A669C0B32A3A29EA711BB=DuraHealth Tank
09DF0AC74DD334F19DBA2881EEBE7494=Captador DuraShield	09DF0AC74DD334F19DBA2881EEBE7494=DuraShield Pickup
0B5FD8E9451BC0AA7EE0C4B384A081CF=ESPAÇO VAZIO	0B5FD8E9451BC0AA7EE0C4B384A081CF=EMPTY SAVE SLOT
CE3C860D43CC91766A52FEBD463CAA62=EXECUTADO	CE3C860D43CC91766A52FEBD463CAA62=EXECUTED
66F930464CE53FAECD9D45B92BF336B1=EXTRAS	66F930464CE53FAECD9D45B92BF336B1=EXTRAS
0848051E44BFA4794BDE61B79C53E4BB=Ganhe pesos adicionais abrindo Lugloxes, matando inimigos G3 e completando desafios nos Fóruns de Caçada	0848051E44BFA4794BDE61B79C53E4BB=Earn additional pesos by opening Lugloxes, killing G3 enemies, and completing challenges in the Hunter Forums
B75225E340FDADD9761757828F6DCD1E=Terra	B75225E340FDADD9761757828F6DCD1E=Earth
9B5696C94805E42CC4580F95E52C36D9=Comendo bem na Quebrada	9B5696C94805E42CC4580F95E52C36D9=Eatin' Good in the Neighborhood
F04359CB4407DB4B83D4B2B58350D5AF=Qualidade de Efeitos	F04359CB4407DB4B83D4B2B58350D5AF=Effects Quality
47D1C2EB45AE7647DB13E0A3D2E47172=Deslizamento Elétrico	47D1C2EB45AE7647DB13E0A3D2E47172=Electric Slide
1E858D434738A6E5D7CA54A51827B4F3=Combate no Elevador	1E858D434738A6E5D7CA54A51827B4F3=Elevator Combat
76692551408470B99F7FFFB50E6A96E3=Eliminar segurança	76692551408470B99F7FFFB50E6A96E3=Eliminate Security
BC5C3B324F1C73DC03137984BE87601E=Lata Vazia	BC5C3B324F1C73DC03137984BE87601E=Empty Can
D17978B64ADC430A96259C91FD6A4E6E=Habilitar Vibração	D17978B64ADC430A96259C91FD6A4E6E=Enable Vibration
EC3126434A3457D154E89BAA24CC93F6=Habilitado	EC3126434A3457D154E89BAA24CC93F6=Enabled
E3F8A2CE43CF8C60E28727AE56DD1A4F=Acabe com esse pesadelo para não ter que ler uma redação de 10.000 palavras por Shitstorm sobre como os animais não podem mastigar suas próprias cabeças. Bloqueado.	E3F8A2CE43CF8C60E28727AE56DD1A4F=Ending this nightmare so I don't have to read a 10,000 word essay by Shitstorm about how animals can't chew off their own heads. Locked.
FB99E001431D4388F3117C81272896F7=Conversa dos Inimigos	FB99E001431D4388F3117C81272896F7=Enemy Chatter
35C3C8F147864790BF12A387FC0DA3E7=Entre no QG de Douglas	35C3C8F147864790BF12A387FC0DA3E7=Enter Douglas' HQ
FE9BE248483AFF96B623FEACF8138117=Entre no Portal B5K	FE9BE248483AFF96B623FEACF8138117=Enter the B5K Portal
46FD0FF84D5AA8713DF35A998679FFB1=Entre na Instalação de Clonagem	46FD0FF84D5AA8713DF35A998679FFB1=Enter the Cloning Facility
4C226F89422FB49303D6C1926E7E00A8=Entre no Portão de Dreg Town	4C226F89422FB49303D6C1926E7E00A8=Enter the Dreg Town Gate
ECD2D40A4B9CD6D1F7C590B382F0E5D1=Entre no Primeiro Laboratório	ECD2D40A4B9CD6D1F7C590B382F0E5D1=Enter the First Lab
C40708E14777ECAA4FA1BF9467538716=Entre na Orientação G5	C40708E14777ECAA4FA1BF9467538716=Enter the G3 Orientation
4DB1C43341AC1DD289016AAC02A21549=Entre na Mina	4DB1C43341AC1DD289016AAC02A21549=Enter the Mine
B7147D4F4DA003DF9C10A186E62912EE=Entre no Bar	B7147D4F4DA003DF9C10A186E62912EE=Enter the Saloon
BB3050BC41AC3997BFA964902F12E110=EntreDepoisDeComprar	BB3050BC41AC3997BFA964902F12E110=EnterAfterBuy
9FB41BCF48D9ABC0B438859B63214A03=EntrouAntesDeComprar	9FB41BCF48D9ABC0B438859B63214A03=EnteredBeforeBuy
FA47E009445A1EE6F49D70ACFFA2A4F6=Entrando: {Region Name}	FA47E009445A1EE6F49D70ACFFA2A4F6=Entering: {Region Name}
